,timestamp,course_enrolled,heard_about_CCM_website,heard_about_CCM_social_media,heard_about_CCM_community_event,heard_about_CCM_family_friend,heard_about_CCM_current_student,heard_about_CCM_alumni,heard_about_CCM_high_school_teacher,heard_about_CCM_high_school_counselor,heard_about_CCM_in_app_ad,heard_about_CCM_employer,heard_about_CCM_billboard,heard_about_CCM_television,heard_about_CCM_radio,heard_about_CCM_other,impact_affordable_cost,impact_location_convenience,impact_choice_of_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_college_reputation,impact_financial_aid,impact_scholarships,impact_small_class_sizes,impact_extra_curricular_opportunities,impact_accepted_transfer_credits,impact_negative_experience_other_college,impact_NJ_stars_program,impact_transfer_CCM_credits_4_year,impact_credit_in_high_school,participation_open_house,participation_instant_decision_day,participation_on_campus_info_session,participation_titans_tuesday_virtual_info_session,participation_women_who_dare,participation_regional_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersecurity_program,participation_info_session_high_school,participation_campus_visit_high_school,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp_CCM,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competition,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,current_degree_program,motivation_get_job_computing,motivation_transfer_bachelors,motivation_transfer_credits_hs,motivation_career_advancement,motivation_career_change,motivation_professional_dev,motivation_job_displacement,motivation_relocation,motivation_keep_current_tech,motivation_it_certifications,motivation_financial,motivation_personal_enrichment,info_source_hs_counselor,info_source_hs_teacher,info_source_ccm_it_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_dev,info_source_nj_workforce_dev,info_source_other,first_choice_or_major_change,interest_more_computing_classes,explain_interest_computing_classes,gender,race_ethnicity,Age
130,2024/09/13 8:31:04 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,1,1,0,1,-1,1,1,0,-1,1,1,0,-1,1,1,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0,0,0,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,Computer Science,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Engineering,,,Man,Hispanic or Latino,18 and younger
131,2024/09/13 8:31:34 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,Don't recall,No,Yes,No,Don't recall,No,Yes,No,Don't recall,No,Yes,No,1,,1,0,-1,0,1,,1,0,-1,0,1,,1,0,Yes,No,Not Sure,No,Yes,No,Not Sure,No,Yes,No,Not Sure,No,Yes,No,Not Sure,No,-1,0,1,,1,0,-1,0,1,,1,0,-1,0,Information Security,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Don't recall,No,Yes,No,Don't recall,No,Yes,Engineering,,,Man,Hispanic or Latino;Black/African American,65+
132,2024/09/13 8:35:26 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,-1,0,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,0,0,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,IT,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,First Choice,,,Woman,Asian,18 and younger
133,2024/09/13 11:57:44 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Don't recall,Yes,No,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,0,-1,0,-1,-1,0,-1,1,0,-1,0,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,-1,Data Analytics,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Science,,,Man,White/Caucasian,19-20
134,2024/09/13 11:58:18 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,1,,1,0,0,-1,-1,,,,1,1,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,,,,Man,Hispanic or Latino,19-20
135,2024/09/13 11:58:25 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,Business,,,,,,,,,,,,,,,,,,,,,,,5,I want to puruse this as a career,Man,White/Caucasian,21-24
136,2024/09/13 11:58:49 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,1,-1,1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't recall,No,No,No,No,No,First Choice,,,Man,Multi-Racial,25-34
137,2024/09/13 11:58:53 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,0,1,1,1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,No,No,No,No,Not Sure,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,IT,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,Hispanic or Latino,25-34
138,2024/09/13 11:59:02 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1,1,1,1,-1,0,1,-1,-1,0,0,,1,-1,0,-1,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,-1,-1,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,4,my teacher is great and explains the work in a very intuitive way,Man,White/Caucasian,19-20
139,2024/09/13 11:59:09 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1,1,1,1,,,,1,1,,,,,,1,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,,,,,,1,1,Data Analytics,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Don't recall,Yes,No,No,No,No,Yes,First Choice,,,Woman,Black/African American,35-64
140,2024/09/13 11:59:13 AM AST,CMP 131 Fundamentals of Programming (Python),Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1,1,1,1,1,1,0,1,1,0,0,0,0,-1,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,Computer Science,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic or Latino,19-20
141,2024/09/13 11:59:21 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Don't recall,1,1,0,-1,0,0,-1,1,0,1,0,,,,1,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,5,It's very fun and interesting to learn about computing and how to compute and I feel entertained by it and want to learn more about it.,Man,Hispanic or Latino,18 and younger
142,2024/09/13 11:59:40 AM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,1,1,1,1,0,-1,1,1,,0,0,,1,,1,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,35-64
143,2024/09/13 11:59:56 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,-1,-1,0,0,-1,0,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Don't recall,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
144,2024/09/13 12:00:22 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,0,0,1,1,0,-1,0,-1,0,-1,0,1,1,-1,0,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,19-20
145,2024/09/13 12:01:16 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,,,1,1,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,1,,,,,1,,,,,,,,1,Game Development,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,First Choice,,,Man,Hispanic or Latino;Black/African American;Multi-Racial,18 and younger
146,2024/09/13 12:01:27 PM AST,CMP 131 Fundamentals of Programming (Python),No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,1,Communications,,,,,,,,,,,,,,,,,,,,,,,4,"Currently, I'm definitely interested in more coding and that aspect of Computer science. If I enjoy this class then I will for sure take the next level class of it. The only reason I would say I'm a little hesitant is because of the professors. Some professors just can't teach a class and with something like Computer Science or Network Security I believe that's very important. However, my current professor for this class is excellent and I look forward to the rest of the semester. ",Man,White/Caucasian,19-20
147,2024/09/13 12:01:30 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,0,0,1,0,-1,0,1,0,0,1,1,1,-1,-1,1,,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,-1,-1,-1,,,,,,,,,,,,MET,,,,,,,,,,,,,,,,,,,,,,,4,My current professor is helpful and knowledgeable,Man,Hispanic or Latino,25-34
148,2024/09/13 12:01:40 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,1,1,1,0,0,0,0,0,0,0,0,,,0,1,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0,,,0,,,,0,0,,0,,0,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Don't recall,First Choice,,,Man,Hispanic or Latino;White/Caucasian,21-24
149,2024/09/13 12:04:49 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,1,1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,4,I like computing I think it is fun so I would take it again,Man,White/Caucasian,18 and younger
150,2024/09/13 12:04:51 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,1,1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,4,I like computing I think it is fun so I would take it again,Man,White/Caucasian,18 and younger
151,2024/09/13 12:04:55 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,No,No,No,No,No,1,1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,-1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,4,I like computing I think it is fun so I would take it again,Man,White/Caucasian,18 and younger
152,2024/09/13 3:43:58 PM AST,CMP 130 Intro to IT,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,1,1,0,0,-1,-1,0,0,1,1,-1,-1,-1,-1,1,-1,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,1,1,1,0,-1,1,-1,0,0,0,-1,-1,-1,-1,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Prefer not to say,Asian,19-20
153,2024/09/14 7:27:21 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,1,0,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,Computer Science,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,First Choice,,,Woman,White/Caucasian,19-20
154,2024/09/15 10:47:24 AM AST,CMP 130 Intro to IT,Yes,No,No,Yes,Don't recall,No,Yes,Yes,No,No,No,No,No,Don't recall,1,0,0,-1,1,0,0,0,-1,1,-1,-1,-1,-1,1,-1,Yes,No,Not Sure,No,No,No,No,No,No,Not Sure,Yes,Yes,No,No,No,No,1,0,1,-1,1,-1,-1,1,1,0,-1,-1,-1,-1,Undecided,,,,,,,,,,,,,,,,,,,,,,,3,I am not sure if I want IT to be my career.,Man,Choose not to reply,18 and younger
155,2024/09/15 6:57:51 PM AST,CMP 239 Internet & Web Page Design,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,1,1,1,1,-1,0,1,1,,0,1,1,1,,1,,No,No,Not Sure,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,-1,,IT,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Don't recall,I have a bachelors in Criminal Justice and came back to add an IT AS and cybersecurity certificate,,,Woman,White/Caucasian,21-24
156,2024/09/15 7:04:13 PM AST,CMP 239 Internet & Web Page Design,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Don't recall,1,0,1,1,,,0,1,,0,1,1,-1,,1,,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,,,,,,,,1,,,,,,,Information Security,,,,,,,,,,,,,,,,,,,,,,,4,To gain more knowledge and experience before going into the workforce.,Woman,White/Caucasian,21-24
157,2024/09/15 9:42:15 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,0,1,1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,5,Robotics programming,Man,White/Caucasian,35-64
158,2024/09/16 9:44:01 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,Undecided,,,,,,,,,,,,,,,,,,,,,,,5,.,Man,White/Caucasian,18 and younger
159,2024/09/16 9:45:10 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,1,1,0,-1,1,-1,0,1,1,0,1,1,1,0,1,-1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,Mechanical Technology,,,,,,,,,,,,,,,,,,,,,,,3," already have matlab under my belt, id love to know more languages.",Man,White/Caucasian,21-24
160,2024/09/16 9:45:28 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,1,1,0,-1,0,-1,0,0,0,-1,-1,-1,-1,-1,1,-1,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,Computer Science,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,First Choice,,,Man,Hispanic or Latino,18 and younger
161,2024/09/16 9:45:40 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,1,0,0,0,1,0,0,0,1,0,1,-1,0,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,0,-1,0,0,-1,-1,1,1,0,-1,-1,-1,-1,IT,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,First Choice,,,Man,White/Caucasian,21-24
162,2024/09/16 9:45:52 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,1,0,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,1,-1,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Not Sure,No,No,No,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,Computer Science,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,First Choice,,,Man,Hispanic or Latino;White/Caucasian,18 and younger
163,2024/09/16 9:46:57 AM AST,CMP 128 Computer Science I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,1,0,1,1,1,1,1,0,0,0,1,,,0,0,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,,,,,-1,,-1,-1,-1,,,,,,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,First Choice,,,Woman,Asian,19-20
164,2024/09/16 9:47:12 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,0,0,1,-1,-1,0,-1,0,-1,0,0,-1,,-1,0,-1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,2,I'm just here to further my education and learn more about engineering related fields.,Man,White/Caucasian,18 and younger
165,2024/09/16 9:48:31 AM AST,CMP 128 Computer Science I,No,Don't recall,Yes,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1,1,0,0,-1,0,0,0,-1,-1,1,1,-1,-1,1,0,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,1,,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,3,it would be beneficial as it is undirectly related to my major but i would also like to take more classes that directly relate to my major,Man,Asian;White/Caucasian,18 and younger
166,2024/09/16 9:48:48 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,0,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,1,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,Computer Science,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,First Choice,,,Man,Hispanic or Latino;White/Caucasian,18 and younger
167,2024/09/16 9:49:17 AM AST,CMP 128 Computer Science I,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Don't recall,1,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Architecture,,,,,,,,,,,,,,,,,,,,,,,3,I'm somewhat interested though I'm probably not going to take any other computer courses in CCM since I'm going to try to transfer to NJIT.,Man,White/Caucasian,19-20
168,2024/09/16 9:49:23 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,1,1,-1,-1,0,-1,0,1,-1,0,-1,-1,-1,-1,1,-1,Yes,No,Not Sure,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,1,,,,,,,0,,,,,-1,,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Don't recall,Don't recall,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
169,2024/09/16 9:50:10 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Non Degree Seeking,,,,,,,,,,,,,,,,,,,,,,,4,I think coding can be be interesting but I just am not that good at it,Man,Hispanic or Latino;Black/African American;White/Caucasian;Multi-Racial,19-20
170,2024/09/16 9:50:20 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,1,-1,0,1,0,0,-1,1,0,0,-1,,,,1,,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,0,-1,0,,,0,,,,,,,,1,Mechanical Engineering Technology,,,,,,,,,,,,,,,,,,,,,,,3,"I'm impartial to taking future courses. The reason I'm taking this course is because it is required; I'm not saying i hate it, though. I was in an AP cs course in high school. If I do have to take another computing class I will do so. But not if it was optional.",Man,Hispanic or Latino;White/Caucasian,18 and younger
171,2024/09/16 9:53:49 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,1,1,1,-1,0,-1,0,1,-1,0,-1,,,,1,-1,Yes,No,Not Sure,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,,Computer Science,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Don't recall,No,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
172,2024/09/16 9:56:07 AM AST,CMP 128 Computer Science I,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Non Degree Seeking,,,,,,,,,,,,,,,,,,,,,,,4,"Coding can be interesting, I'm just not good at it",Man,Hispanic or Latino;Black/African American;White/Caucasian;Multi-Racial,19-20
173,2024/09/16 9:56:22 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,1,-1,1,1,0,0,-1,1,-1,0,-1,,,,1,,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,0,,,0,,,,,,,,0,Mechanical Engineering Technology,,,,,,,,,,,,,,,,,,,,,,,3,"I am impartial to taking the future courses. If I have to, I will. I won't take any future computing courses if they're optional.",Man,Hispanic or Latino;White/Caucasian,18 and younger
174,2024/09/16 9:58:01 AM AST,CMP 128 Computer Science I,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,0,0,-1,-1,-1,-1,1,-1,1,-1,-1,IT,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic or Latino,19-20
175,2024/09/16 11:01:21 AM AST,CMP 128 Computer Science I,No,No,No,No,No,No,Don't recall,Don't recall,No,No,No,No,No,Yes,1,0,-1,-1,-1,-1,-1,0,0,-1,0,,,,0,,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-1,-1,,,,,,,,,,,,,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,3,"Not very interested but it is an important part of my degree, therefore I will get used to it.",Man,Hispanic or Latino;White/Caucasian,21-24
176,2024/09/16 12:44:50 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,1,1,1,1,-1,-1,0,1,1,-1,0,1,-1,-1,1,-1,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Nursing/Radiology,,,Woman,Asian,25-34
