,timestamp,course_enrolled,heard_about_CCM_website,heard_about_CCM_social_media,heard_about_CCM_community_event,heard_about_CCM_family_friend,heard_about_CCM_current_student,heard_about_CCM_alumni,heard_about_CCM_high_school_teacher,heard_about_CCM_high_school_counselor,heard_about_CCM_in_app_ad,heard_about_CCM_employer,heard_about_CCM_billboard,heard_about_CCM_television,heard_about_CCM_radio,heard_about_CCM_other,impact_affordable_cost,impact_location_convenience,impact_choice_of_programs,impact_online_offerings,impact_family_friend_referral,impact_faculty_staff,impact_college_reputation,impact_financial_aid,impact_scholarships,impact_small_class_sizes,impact_extra_curricular_opportunities,impact_accepted_transfer_credits,impact_negative_experience_other_college,impact_NJ_stars_program,impact_transfer_CCM_credits_4_year,impact_credit_in_high_school,participation_open_house,participation_instant_decision_day,participation_on_campus_info_session,participation_titans_tuesday_virtual_info_session,participation_women_who_dare,participation_regional_college_fair,participation_hs_sharetime_info_session,participation_challenger_program,participation_cybersecurity_program,participation_info_session_high_school,participation_campus_visit_high_school,participation_campus_visit_individual,participation_workforce_development_class,participation_corporate_training,participation_teen_arts_festival,participation_summer_camp_CCM,impact_hs_computing_class,impact_hs_computing_club,impact_computing_competition,impact_afterschool_computing_program,impact_summer_computing_program,impact_ap_computing_class,impact_dual_enrollment_computing_class,impact_family_friend_influence,impact_family_friend_computing_field,impact_hs_teacher_counselor,impact_employer_influence,impact_current_ccm_student,impact_work_experience,impact_other,current_degree_program,motivation_get_job_computing,motivation_transfer_bachelors,motivation_transfer_credits_hs,motivation_career_advancement,motivation_career_change,motivation_professional_dev,motivation_job_displacement,motivation_relocation,motivation_keep_current_tech,motivation_it_certifications,motivation_financial,motivation_personal_enrichment,info_source_hs_counselor,info_source_hs_teacher,info_source_ccm_it_website,info_source_ccm_admissions,info_source_ccm_advisor,info_source_employer,info_source_ccm_workforce_dev,info_source_nj_workforce_dev,info_source_other,first_choice_or_major_change,interest_more_computing_classes,explain_interest_computing_classes,gender,race_ethnicity,Age
83,2024/09/12 10:39:14 AM AST,CMP 128 Computer Science I,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,Don't recall,1,1,-1,-1,-1,-1,0,1,-1,0,-1,-1,-1,-1,0,-1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Business,,,Man,Hispanic or Latino;White/Caucasian,19-20
84,2024/09/12 10:39:45 AM AST,CMP 128 Computer Science I,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,3,idk if i need em,Man,White/Caucasian,19-20
85,2024/09/12 10:40:58 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,-1,0,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,IT,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,Choose not to reply,19-20
86,2024/09/12 10:41:41 AM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,1,Computer Science,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,18 and younger
87,2024/09/12 10:41:58 AM AST,CMP 128 Computer Science I,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,1,1,0,-1,-1,-1,-1,1,1,1,-1,,,,1,1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1,,,,,,1,1,,,,,,1,Computer Science,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,,,Woman,Hispanic or Latino,18 and younger
88,2024/09/12 10:42:36 AM AST,CMP 128 Computer Science I,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,1,0,1,0,0,0,0,1,,,1,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,,-1,-1,-1,-1,-1,1,0,0,-1,1,-1,-1,Mechanical Engineering,,,,,,,,,,,,,,,,,,,,,,,4,I'm really interested in the topic,Man,Multi-Racial,18 and younger
89,2024/09/12 10:43:34 AM AST,CMP 128 Computer Science I,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,0,1,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,Fire Science Technology,,,,,,,,,,,,,,,,,,,,,,,1,it doesn't seem at all fit for the career path that I want to pursue (firefighter),Man,White/Caucasian,19-20
90,2024/09/12 11:28:27 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,IT,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,,,Man,Choose not to reply,19-20
91,2024/09/12 11:28:58 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,1,1,0,0,-1,0,-1,0,1,0,1,1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,1,-1,Undecided,,,,,,,,,,,,,,,,,,,,,,,4,im extremely interested in programming in python but that love of programming isn't transferring well in to java programming,Man,Hispanic or Latino,19-20
92,2024/09/12 11:29:09 AM AST,CMP 120 Foundations of Information Security,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,1,IT,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Biology,,,Man,White/Caucasian,19-20
93,2024/09/12 11:29:33 AM AST,CMP 130 Intro to IT,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,1,1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,Information Security,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic or Latino,18 and younger
94,2024/09/12 11:29:50 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,1,1,1,1,0,0,1,0,-1,0,0,1,-1,-1,1,-1,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,1,-1,0,Information Security,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Don't recall,No,Don't recall,Exercise Science,,,Man,White/Caucasian,18 and younger
95,2024/09/12 11:30:23 AM AST,CMP 120 Foundations of Information Security,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,1,-1,1,0,1,0,1,-1,1,1,-1,-1,-1,-1,1,-1,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,1,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,IT,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,First Choice,,,Woman,Hispanic or Latino;White/Caucasian,19-20
96,2024/09/12 11:30:59 AM AST,CMP 120 Foundations of Information Security,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,0,1,1,0,0,0,0,0,0,1,0,1,-1,-1,0,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,1,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,IT,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Don't recall,Yes,No,Yes,First Choice,,,Man,Black/African American,35-64
97,2024/09/12 11:31:25 AM AST,CMP 120 Foundations of Information Security,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Information Security,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Art,,,Man,Black/African American,19-20
98,2024/09/12 11:32:36 AM AST,CMP 120 Foundations of Information Security,No,Don't recall,Don't recall,Yes,No,No,No,Yes,Don't recall,No,No,No,No,No,-1,1,1,-1,0,-1,0,-1,-1,0,0,,,,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,Business,,,,,,,,,,,,,,,,,,,,,,,3,"I am neutral with interest in computing classes because its just something I have a passion in, i'm not sure if I see a career path with it.",Man,White/Caucasian,19-20
99,2024/09/12 11:34:40 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,1,1,-1,-1,1,-1,-1,1,,0,-1,-1,-1,,1,,Not Sure,No,Not Sure,No,No,No,No,No,No,No,No,Not Sure,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,IT,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Don't recall,Don't recall,No,No,No,No,Don't recall,First Choice,,,Man,Choose not to reply,21-24
100,2024/09/12 12:35:40 PM AST,CMP 120 Foundations of Information Security,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,1,1,0,-1,0,-1,0,1,-1,-1,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,-1,1,-1,-1,-1,-1,1,1,0,-1,-1,-1,1,IT,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,,,Man,Hispanic or Latino;White/Caucasian,19-20
101,2024/09/12 2:05:37 PM AST,CMP 131 Fundamentals of Programming (Python),No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,1,1,1,1,1,,1,,,0,,1,,,1,,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,,,,,,,1,1,,,,1,,IT,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Science,,,Man,Hispanic or Latino,35-64
102,2024/09/12 2:06:08 PM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,1,1,0,-1,1,-1,-1,-1,-1,0,-1,1,0,-1,0,-1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,,,,,1,,0,0,-1,-1,-1,-1,,Computer Science,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Engineering,,,Man,White/Caucasian,21-24
103,2024/09/12 2:08:08 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,IT,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,First Choice,,,Woman,Hispanic or Latino,21-24
104,2024/09/12 2:08:34 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Data Analytics,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,First Choice,,,Woman,Black/African American,25-34
105,2024/09/12 2:09:05 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,1,1,1,1,-1,-1,1,1,1,1,0,1,0,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,-1,-1,-1,0,0,0,0,0,0,-1,Computer Science,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,First Choice,,,Man,White/Caucasian,25-34
106,2024/09/12 2:10:35 PM AST,CMP 131 Fundamentals of Programming (Python),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,1,1,1,1,1,0,1,,,,,,,,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,,,,,1,,1,1,1,1,1,,,IT,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,First Choice,,,Man,Asian,19-20
107,2024/09/12 2:25:45 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,1,1,0,1,0,-1,0,0,0,-1,0,1,1,-1,1,-1,Yes,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,0,-1,Computer Science,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,LIberal Arts,,,Woman,White/Caucasian,21-24
108,2024/09/12 3:53:36 PM AST,CMP 128 Computer Science I,Yes,No,Yes,Yes,No,No,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1,1,1,,1,,1,,,0,1,,,,1,,Yes,No,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,1,,1,1,-1,-1,0,,,Computer Science,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Don't recall,Yes,Don't recall,Yes,Don't recall,Don't recall,Don't recall,First Choice,,,Woman,Asian,18 and younger
109,2024/09/12 5:11:15 PM AST,CMP 128 Computer Science I,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,0,0,0,-1,1,-1,1,0,0,-1,-1,0,-1,-1,1,1,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,Challenger Program,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,i’m a senior in high school,,,Man,White/Caucasian,18 and younger
110,2024/09/12 6:28:39 PM AST,CMP 128 Computer Science I,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,1,1,0,0,1,0,0,1,1,1,0,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,Chemistry,,,,,,,,,,,,,,,,,,,,,,,4,I find computer classes extremely interesting in my free time. I don't plan on pursuing a career in the computer industry.,Woman,Asian,19-20
111,2024/09/12 8:50:38 PM AST,CMP 128 Computer Science I,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,1,1,0,-1,0,-1,-1,0,0,1,0,1,,-1,1,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,1,,0,,,,,,,,,,,,Graphic Design,,,,,,,,,,,,,,,,,,,,,,,5,The class I'm in now is challenging but fun. Learning more about programming and how computers process information made me develop an interest and led me to considering on changing my major.,Woman,Hispanic or Latino,18 and younger
112,2024/09/12 9:22:30 PM AST,CMP 239 Internet & Web Page Design,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Yes,0,0,1,,,,,,,0,,1,0,,0,,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,0,0,-1,0,-1,0,-1,0,0,-1,-1,-1,0,0,Digital Media Technology,Yes,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,First Choice,,,Man,White/Caucasian,21-24
113,2024/09/12 9:22:34 PM AST,CMP 239 Internet & Web Page Design,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,Business,,,,,,,,,,,,,,,,,,,,,,,2,not something i am interested in,Man,White/Caucasian,35-64
114,2024/09/12 9:22:44 PM AST,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,0,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Business,,,,,,,,,,,,,,,,,,,,,,,1,I was never really into computing.,Man,White/Caucasian,21-24
115,2024/09/12 9:23:18 PM AST,CMP 239 Internet & Web Page Design,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,0,1,-1,0,0,0,0,-1,-1,1,0,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,-1,,,Business,,,,,,,,,,,,,,,,,,,,,,,4,I am been learning new things,Woman,Hispanic or Latino,21-24
116,2024/09/12 9:23:56 PM AST,CMP 239 Internet & Web Page Design,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,1,1,1,-1,1,0,0,0,-1,0,0,0,1,0,1,-1,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,Graphic Design,,,,,,,,,,,,,,,,,,,,,,,4,"it is far more technical than boring, i assumed the latter",Prefer not to say,American Indian/Native American/Alaska Native,21-24
117,2024/09/12 9:24:17 PM AST,CMP 239 Internet & Web Page Design,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,0,-1,1,-1,0,0,0,-1,-1,,,,0,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,-1,,0,-1,,,,0,-1,-1,-1,-1,1,1,Digital Media Technology,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Journalism,,,Man,White/Caucasian,21-24
118,2024/09/12 9:24:28 PM AST,CMP 239 Internet & Web Page Design,Yes,Don't recall,Don't recall,Yes,Yes,Don't recall,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,1,1,1,1,,,1,1,1,,1,1,,,,,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Not Sure,Not Sure,Not Sure,Not Sure,,,,,,,,1,,,,1,1,,Undecided,,,,,,,,,,,,,,,,,,,,,,,5,because it incorporates in my business class,Man,Hispanic or Latino,19-20
119,2024/09/13 8:24:16 AM AST,CMP 120 Foundations of Information Security,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,0,-1,1,0,1,0,1,-1,1,-1,0,1,,,1,1,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Yes,Yes,Not Sure,No,Yes,Yes,No,No,No,No,No,1,1,1,1,1,,,1,1,,,1,,,IT,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Engineering,,,Man,Asian,18 and younger
120,2024/09/13 8:24:30 AM AST,CMP 120 Foundations of Information Security,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,-1,-1,1,-1,0,-1,-1,-1,0,0,0,-1,-1,-1,1,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,Undecided,,,,,,,,,,,,,,,,,,,,,,,4,The classes at CCM have been the most engaging and interesting classes I've taken.,Man,White/Caucasian,18 and younger
121,2024/09/13 8:25:50 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,-1,1,,1,,,,1,,,1,,,1,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,0,0,0,1,1,0,,,,,Information Security,,,,,,,,,,,,,,,,,,,,,,,4,after seeing my dad working I had decided to be something in the computer field,Man,Asian,18 and younger
122,2024/09/13 8:26:08 AM AST,CMP 120 Foundations of Information Security,No,No,Don't recall,Yes,No,No,No,Yes,No,No,No,No,No,No,0,-1,0,0,-1,-1,1,0,0,-1,0,1,-1,-1,-1,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,0,-1,-1,1,-1,0,0,-1,-1,-1,-1,-1,Information Security,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Physical Therapy,,,Man,American Indian/Native American/Alaska Native,18 and younger
123,2024/09/13 8:27:30 AM AST,CMP 120 Foundations of Information Security,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Yes,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,IT,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Don't recall,Engineering,,,Woman,Hispanic or Latino,18 and younger
124,2024/09/13 8:27:37 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,0,0,1,-1,1,-1,-1,-1,1,0,1,-1,-1,-1,1,1,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,IT,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,First Choice,,,Woman,Hispanic or Latino,18 and younger
125,2024/09/13 8:27:54 AM AST,CMP 120 Foundations of Information Security,Don't recall,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-1,-1,0,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,IT,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,I did not change to any other major.,,,Man,White/Caucasian,18 and younger
126,2024/09/13 8:28:23 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,-1,-1,1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,Information Security,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,Hispanic or Latino;Black/African American;White/Caucasian,18 and younger
127,2024/09/13 8:28:33 AM AST,CMP 131 Fundamentals of Programming (Python),No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,-1,1,-1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Information Security,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,First Choice,,,Man,Asian,18 and younger
128,2024/09/13 8:28:49 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,1,0,1,0,0,-1,1,1,1,-1,1,1,-1,-1,1,1,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,IT,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Major didn't change,,,Woman,Black/African American,18 and younger
129,2024/09/13 8:30:03 AM AST,CMP 120 Foundations of Information Security,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,-1,-1,0,-1,0,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,-1,0,-1,-1,0,0,-1,1,-1,-1,-1,-1,-1,Information Security,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Science,,,Man,Multi-Racial,18 and younger
